#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
BL08181_evm0         -          KOG0619              -           2.4e-206  682.5 122.1   3.1e-27   96.3   3.9  13.0   2   1  13  15  15  14  14 -
BL31953_evm0         -          KOG0619              -            2.7e-15   57.3   0.5   4.1e-15   56.7   0.5   1.2   1   0   0   1   1   1   1 -
BL59607_cuf0         -          KOG0619              -            5.6e-15   56.3   1.5   8.9e-15   55.6   1.5   1.2   1   0   0   1   1   1   1 -
BL97051_cuf1         -          KOG0619              -            5.9e-15   56.2   9.0   3.7e-06   27.4   0.9   3.8   1   1   1   3   3   3   2 -
BL56664_cuf0         -          KOG0619              -            7.3e-15   55.9  13.1   9.7e-08   32.6   4.0   3.4   2   1   1   3   3   2   2 -
BL95408_evm1         -          KOG0619              -              8e-15   55.7   3.8   7.6e-08   32.9   0.3   2.4   1   1   1   2   2   2   2 -
BL16649_evm0         -          KOG0619              -              1e-14   55.4   0.1   1.4e-14   54.9   0.1   1.1   1   0   0   1   1   1   1 -
BL65917_cuf0         -          KOG0619              -            1.3e-14   55.1   8.7   7.2e-09   36.3   1.9   2.1   1   1   1   2   2   2   2 -
BL40301_cuf0         -          KOG0619              -            1.3e-14   55.1   1.6   4.5e-09   36.9   0.1   2.1   1   1   1   2   2   2   2 -
BL29107_evm0         -          KOG0619              -            1.5e-14   54.9   1.0   2.3e-14   54.2   1.0   1.2   1   0   0   1   1   1   1 -
BL19634_evm1         -          KOG0619              -            1.6e-14   54.8   4.2   7.1e-08   33.0   0.9   2.2   1   1   1   2   2   2   2 -
BL28963_evm0         -          KOG0619              -            1.8e-14   54.6   0.7   1.8e-07   31.7   0.1   2.8   2   1   1   3   3   3   3 -
BL06881_cuf3         -          KOG0619              -            2.2e-14   54.3   4.7   2.4e-07   31.3   0.9   2.2   1   1   0   2   2   2   2 -
BL31304_evm0         -          KOG0619              -              3e-14   53.9   0.0   6.1e-14   52.8   0.0   1.4   2   0   0   2   2   1   1 -
BL97052_cuf2         -          KOG0619              -            3.2e-14   53.8   7.5   1.5e-09   38.5   4.7   2.2   1   1   1   2   2   2   2 -
BL80744_cuf0         -          KOG0619              -            4.2e-14   53.4   1.2   1.7e-13   51.4   0.4   2.1   2   1   0   2   2   1   1 -
BL42830_cuf2         -          KOG0619              -            6.3e-14   52.8   2.3     1e-13   52.1   2.3   1.2   1   0   0   1   1   1   1 -
BL28177_evm0         -          KOG0619              -              7e-14   52.6   0.1   1.2e-13   51.9   0.1   1.3   1   0   0   1   1   1   1 -
BL25419_evm0         -          KOG0619              -            9.4e-14   52.2   1.2   1.2e-13   51.9   1.2   1.1   1   0   0   1   1   1   1 -
BL10447_cuf1         -          KOG0619              -              1e-13   52.1   0.0     2e-13   51.1   0.0   1.4   1   0   0   1   1   1   1 -
BL13664_evm0         -          KOG0619              -            1.6e-13   51.5  15.0   2.8e-09   37.6   4.2   3.2   1   1   2   3   3   3   2 -
BL04118_cuf1         -          KOG0619              -            1.9e-13   51.2   1.2   1.1e-07   32.3   0.1   1.9   1   1   1   2   2   2   2 -
BL09350_cuf0         -          KOG0619              -              2e-13   51.2   0.4   2.6e-13   50.8   0.4   1.2   1   0   0   1   1   1   1 -
BL03165_evm0         -          KOG0619              -            2.1e-13   51.1   3.2   1.1e-07   32.4   0.1   2.2   1   1   1   2   2   2   2 -
BL13626_cuf1         -          KOG0619              -            2.6e-13   50.8   9.3   3.8e-13   50.3   9.3   1.2   1   0   0   1   1   1   1 -
BL74008_cuf0         -          KOG0619              -            2.8e-13   50.7   0.0   1.3e-06   28.8   0.1   2.0   1   1   1   2   2   2   2 -
BL09559_cuf1         -          KOG0619              -            3.1e-13   50.5   0.3   3.2e-13   50.5   0.3   1.0   1   0   0   1   1   1   1 -
BL01618_cuf1         -          KOG0619              -            3.2e-13   50.5   4.1   9.8e-12   45.6   4.7   2.1   1   1   1   2   2   2   1 -
BL07090_evm10        -          KOG0619              -            4.5e-13   50.0  16.0   1.2e-08   35.6   4.0   2.1   1   1   1   2   2   2   2 -
BL62423_cuf0         -          KOG0619              -            7.6e-13   49.3   0.1   1.8e-05   25.1   0.0   2.0   1   1   1   2   2   2   2 -
BL03731_cuf2         -          KOG0619              -            8.4e-13   49.1   7.4   4.1e-08   33.8   7.3   2.1   1   1   1   2   2   2   2 -
BL31051_evm0         -          KOG0619              -            1.2e-12   48.6   0.6   2.5e-11   44.3   0.7   1.9   1   1   0   1   1   1   1 -
BL13590_evm0         -          KOG0619              -            1.3e-12   48.5   2.9     2e-12   47.9   2.9   1.2   1   0   0   1   1   1   1 -
BL66985_cuf0         -          KOG0619              -            1.3e-12   48.5   3.8   1.6e-12   48.2   3.8   1.0   1   0   0   1   1   1   1 -
BL04519_cuf0         -          KOG0619              -            1.5e-12   48.3   6.1   1.2e-11   45.4   6.2   2.2   1   1   0   1   1   1   1 -
BL55739_cuf0         -          KOG0619              -            1.6e-12   48.2   0.6   1.3e-07   32.1   0.0   2.1   1   1   1   2   2   2   2 -
BL80755_cuf0         -          KOG0619              -            1.6e-12   48.2   2.1   1.5e-09   38.4   0.2   2.1   2   0   0   2   2   2   1 -
BL01395_evm1         -          KOG0619              -            1.7e-12   48.1   0.1   4.9e-12   46.6   0.0   1.6   2   0   0   2   2   1   1 -
BL27251_evm0         -          KOG0619              -              2e-12   47.9   0.2   4.1e-07   30.5   0.1   2.1   1   1   1   2   2   2   2 -
BL96841_cuf0         -          KOG0619              -            2.3e-12   47.7   0.1   4.2e-12   46.8   0.1   1.4   1   0   0   1   1   1   1 -
BL03686_cuf2         -          KOG0619              -            2.3e-12   47.7   6.7   2.4e-11   44.4   4.5   2.1   1   1   0   1   1   1   1 -
BL51647_cuf0         -          KOG0619              -            5.8e-12   46.4   0.6   1.4e-07   32.1   0.1   2.7   1   1   1   2   2   2   2 -
BL25488_evm0         -          KOG0619              -            5.9e-12   46.3   0.4   1.1e-11   45.5   0.4   1.3   1   0   0   1   1   1   1 -
BL37293_cuf0         -          KOG0619              -            7.4e-12   46.0   0.1   8.2e-12   45.9   0.1   1.0   1   0   0   1   1   1   1 -
BL82758_cuf0         -          KOG0619              -              8e-12   45.9   4.0   1.8e-11   44.7   4.0   1.6   1   1   0   1   1   1   1 -
BL27825_evm0         -          KOG0619              -              9e-12   45.8   0.3   1.7e-11   44.8   0.3   1.3   1   0   0   1   1   1   1 -
BL00350_cuf1         -          KOG0619              -            9.8e-12   45.6   0.3   2.7e-11   44.2   0.1   1.8   2   0   0   2   2   1   1 -
BL04290_cuf1         -          KOG0619              -            1.1e-11   45.4   8.4   1.5e-08   35.2   2.4   2.2   1   1   1   2   2   2   2 -
BL05820_evm0         -          KOG0619              -            1.1e-11   45.4   1.8   1.7e-11   44.8   1.8   1.2   1   0   0   1   1   1   1 -
BL96761_cuf0         -          KOG0619              -            1.2e-11   45.4   0.1   1.9e-11   44.7   0.1   1.3   1   0   0   1   1   1   1 -
BL31793_evm0         -          KOG0619              -            1.3e-11   45.3  14.3      0.01   16.1   1.8   4.9   1   1   3   4   4   4   4 -
BL25539_evm0         -          KOG0619              -            1.4e-11   45.1   0.4   4.9e-11   43.3   0.4   1.7   1   1   0   1   1   1   1 -
BL27005_evm0         -          KOG0619              -            1.5e-11   45.0   0.3   2.6e-11   44.3   0.3   1.2   1   0   0   1   1   1   1 -
BL53734_cuf0         -          KOG0619              -            1.6e-11   44.9   0.9   5.4e-11   43.2   0.5   1.7   1   1   0   1   1   1   1 -
BL66801_cuf0         -          KOG0619              -            1.6e-11   44.9   0.0     2e-11   44.6   0.0   1.1   1   0   0   1   1   1   1 -
BL41069_cuf1         -          KOG0619              -            1.7e-11   44.9   3.4   1.1e-06   29.2   1.7   2.4   1   1   0   2   2   2   2 -
BL96804_cuf3         -          KOG0619              -            1.7e-11   44.8   2.0   8.7e-07   29.4   0.2   2.2   1   1   1   2   2   2   2 -
BL27587_evm0         -          KOG0619              -            1.9e-11   44.7   0.4   4.2e-11   43.6   0.1   1.6   2   0   0   2   2   1   1 -
BL33952_cuf0         -          KOG0619              -            1.9e-11   44.7   1.6   3.5e-05   24.2   0.2   2.5   1   1   1   2   2   2   2 -
BL29915_evm0         -          KOG0619              -              2e-11   44.6   0.6     3e-11   44.0   0.6   1.2   1   0   0   1   1   1   1 -
BL67489_cuf0         -          KOG0619              -            2.2e-11   44.5   4.0   5.6e-10   39.9   2.3   1.9   1   1   1   2   2   2   1 -
BL31937_evm0         -          KOG0619              -            2.4e-11   44.3   0.6     4e-11   43.6   0.6   1.2   1   0   0   1   1   1   1 -
BL25607_evm0         -          KOG0619              -            2.7e-11   44.2   0.1   4.3e-11   43.5   0.1   1.2   1   0   0   1   1   1   1 -
BL81631_cuf0         -          KOG0619              -            3.7e-11   43.7  10.6   1.2e-10   42.1   3.1   2.0   1   1   1   2   2   2   2 -
BL07761_cuf1         -          KOG0619              -            3.8e-11   43.7  10.6   3.3e-05   24.3   3.2   2.4   1   1   1   2   2   2   2 -
BL34983_cuf1         -          KOG0619              -            4.4e-11   43.5   7.0   4.3e-05   23.9   0.1   2.4   1   1   2   3   3   3   3 -
BL26235_evm0         -          KOG0619              -            5.3e-11   43.2   0.4   8.5e-11   42.6   0.4   1.2   1   0   0   1   1   1   1 -
BL06656_evm4         -          KOG0619              -            7.1e-11   42.8   0.1   1.5e-10   41.8   0.1   1.5   1   0   0   1   1   1   1 -
BL62481_cuf0         -          KOG0619              -            9.2e-11   42.4   3.3   1.8e-06   28.4   0.0   2.6   1   1   1   2   2   2   2 -
BL29170_evm0         -          KOG0619              -            9.6e-11   42.4   3.2   1.8e-10   41.5   1.7   1.6   1   1   0   1   1   1   1 -
BL51641_cuf2         -          KOG0619              -            9.9e-11   42.3   0.1   5.2e-07   30.2   0.0   2.4   1   1   1   2   2   2   2 -
BL00574_evm3         -          KOG0619              -            1.1e-10   42.2   0.2   6.8e-06   26.5   0.0   2.6   2   0   0   2   2   2   2 -
BL72677_cuf0         -          KOG0619              -            1.1e-10   42.2   3.0   0.00011   22.6   0.5   2.4   1   1   1   2   2   2   2 -
BL97431_cuf1         -          KOG0619              -            1.2e-10   42.0   0.5   2.9e-09   37.5   0.5   2.1   1   1   1   2   2   2   1 -
BL23012_cuf0         -          KOG0619              -            1.4e-10   41.9   4.6   1.2e-08   35.5   1.4   2.1   1   1   1   2   2   2   1 -
BL53589_cuf0         -          KOG0619              -            1.4e-10   41.8   0.5     2e-10   41.3   0.5   1.1   1   0   0   1   1   1   1 -
BL24629_evm3         -          KOG0619              -            1.4e-10   41.8   0.0   1.6e-10   41.7   0.0   1.0   1   0   0   1   1   1   1 -
BL22574_evm0         -          KOG0619              -            1.6e-10   41.7   0.1   2.8e-10   40.9   0.1   1.3   1   0   0   1   1   1   1 -
BL30052_evm0         -          KOG0619              -            1.7e-10   41.6   1.1   2.4e-08   34.5   1.3   2.1   1   1   1   2   2   2   1 -
BL31112_evm0         -          KOG0619              -            1.9e-10   41.4   0.4   2.9e-10   40.8   0.4   1.2   1   0   0   1   1   1   1 -
BL51125_cuf0         -          KOG0619              -            2.7e-10   40.9   5.9   7.4e-10   39.5   5.9   1.5   1   1   0   1   1   1   1 -
BL17632_evm0         -          KOG0619              -              3e-10   40.8   1.7   4.9e-10   40.1   1.7   1.2   1   0   0   1   1   1   1 -
BL07896_evm0         -          KOG0619              -            5.2e-10   40.0   1.1   1.1e-09   38.9   1.1   1.5   1   1   0   1   1   1   1 -
BL28605_evm0         -          KOG0619              -            5.9e-10   39.8   0.0   2.7e-09   37.6   0.0   1.9   1   1   0   1   1   1   1 -
BL31821_evm0         -          KOG0619              -            6.7e-10   39.6   0.4   1.1e-09   38.9   0.4   1.2   1   0   0   1   1   1   1 -
BL32008_evm0         -          KOG0619              -            7.5e-10   39.5   0.1   5.8e-09   36.5   0.0   2.0   1   1   0   1   1   1   1 -
BL20423_evm3         -          KOG0619              -            8.1e-10   39.4  11.3   0.00016   22.0   4.5   2.5   1   1   1   2   2   2   2 -
BL07782_cuf13        -          KOG0619              -            9.9e-10   39.1   8.9   1.7e-06   28.5   0.2   3.7   4   0   0   4   4   3   2 -
BL30085_evm0         -          KOG0619              -            1.2e-09   38.8   0.3   1.3e-07   32.1   0.2   2.1   1   1   1   2   2   2   2 -
BL73876_cuf2         -          KOG0619              -            1.7e-09   38.3   8.8   4.1e-06   27.2   5.3   2.2   1   1   1   2   2   2   2 -
BL33128_cuf1         -          KOG0619              -            2.2e-09   37.9   5.0   1.9e-05   25.0   0.2   2.2   1   1   1   2   2   2   2 -
BL21323_cuf0         -          KOG0619              -            2.6e-09   37.7   9.3   1.4e-06   28.8   1.7   2.8   1   1   2   3   3   3   1 -
BL30866_evm0         -          KOG0619              -            2.7e-09   37.7   0.0   4.4e-09   36.9   0.0   1.2   1   0   0   1   1   1   1 -
BL48786_cuf0         -          KOG0619              -            2.8e-09   37.6   4.3   8.9e-09   35.9   3.8   1.9   1   1   1   2   2   2   1 -
BL59176_cuf0         -          KOG0619              -            2.9e-09   37.6   0.0   3.4e-09   37.3   0.0   1.2   1   0   0   1   1   1   1 -
BL77265_cuf4         -          KOG0619              -            3.6e-09   37.2   8.9     4e-06   27.3   2.1   2.4   1   1   1   2   2   2   2 -
BL48785_cuf1         -          KOG0619              -            3.6e-09   37.2   0.7   6.6e-09   36.4   0.7   1.4   1   0   0   1   1   1   1 -
BL07026_evm0         -          KOG0619              -            3.8e-09   37.2   0.1   6.6e-09   36.4   0.1   1.3   1   0   0   1   1   1   1 -
BL25201_evm0         -          KOG0619              -            3.9e-09   37.1   0.1   1.4e-08   35.3   0.1   1.7   1   1   0   1   1   1   1 -
BL01653_evm5         -          KOG0619              -            4.1e-09   37.1  12.5   7.8e-09   36.1   6.4   2.5   1   1   2   3   3   2   1 -
BL38693_cuf0         -          KOG0619              -            4.6e-09   36.9   3.6   1.9e-08   34.9   3.6   1.7   1   1   0   1   1   1   1 -
BL04629_cuf7         -          KOG0619              -            4.9e-09   36.8  21.0   1.3e-06   28.9   8.0   2.8   2   1   1   3   3   2   2 -
BL12155_evm0         -          KOG0619              -            8.2e-09   36.1   0.0     1e-08   35.7   0.0   1.1   1   0   0   1   1   1   1 -
BL29612_evm0         -          KOG0619              -            8.5e-09   36.0   0.0   2.6e-08   34.4   0.0   1.7   1   1   0   1   1   1   1 -
BL24941_cuf2         -          KOG0619              -              1e-08   35.7   0.6   1.6e-08   35.1   0.6   1.2   1   0   0   1   1   1   1 -
BL20845_evm0         -          KOG0619              -            1.4e-08   35.3   3.2     3e-05   24.4   0.6   2.2   1   1   2   3   3   3   2 -
BL26947_evm0         -          KOG0619              -            1.6e-08   35.1   0.3   1.4e-07   32.0   0.4   1.9   1   1   1   2   2   2   1 -
BL00811_evm0         -          KOG0619              -            1.6e-08   35.1   4.9   2.5e-08   34.5   4.9   1.2   1   0   0   1   1   1   1 -
BL26020_evm0         -          KOG0619              -            1.8e-08   35.0   0.1   2.7e-08   34.4   0.1   1.2   1   0   0   1   1   1   1 -
BL16634_cuf3         -          KOG0619              -            1.8e-08   34.9   0.1   4.2e-05   23.9   0.0   2.0   1   1   0   2   2   2   1 -
BL01865_cuf4         -          KOG0619              -              2e-08   34.8   6.7   6.5e-05   23.3   1.7   1.7   1   1   1   2   2   2   2 -
BL10809_evm0         -          KOG0619              -            2.3e-08   34.6   2.3     3e-08   34.2   2.3   1.2   1   0   0   1   1   1   1 -
BL23122_cuf8         -          KOG0619              -            2.3e-08   34.6   2.0   2.6e-08   34.4   0.4   1.8   2   0   0   2   2   1   1 -
BL32099_evm0         -          KOG0619              -            2.4e-08   34.5   0.0   3.2e-05   24.3   0.0   2.1   1   1   1   2   2   2   2 -
BL32271_evm0         -          KOG0619              -            2.5e-08   34.5   0.0   4.6e-08   33.6   0.0   1.3   1   0   0   1   1   1   1 -
BL20861_cuf2         -          KOG0619              -            2.9e-08   34.3   5.4     5e-06   27.0   1.5   2.7   1   1   2   3   3   3   2 -
BL00310_cuf2         -          KOG0619              -            2.9e-08   34.3   0.1   3.6e-08   34.0   0.1   1.1   1   0   0   1   1   1   1 -
BL10333_cuf1         -          KOG0619              -            3.5e-08   34.0   0.0   1.5e-07   31.9   0.0   1.9   1   1   0   1   1   1   1 -
BL07836_cuf1         -          KOG0619              -            3.5e-08   34.0   0.0   3.9e-08   33.9   0.0   1.0   1   0   0   1   1   1   1 -
BL57411_cuf0         -          KOG0619              -            3.6e-08   34.0   2.7   1.3e-07   32.1   1.4   1.8   1   1   1   2   2   2   1 -
BL02322_evm0         -          KOG0619              -            3.9e-08   33.9   1.0   5.7e-08   33.3   1.0   1.3   1   0   0   1   1   1   1 -
BL82343_cuf1         -          KOG0619              -            4.7e-08   33.6   0.4   7.3e-08   33.0   0.3   1.3   1   1   0   1   1   1   1 -
BL22493_cuf1         -          KOG0619              -            4.8e-08   33.6   3.0     2e-06   28.2   0.3   2.0   1   1   1   2   2   2   2 -
BL28733_evm0         -          KOG0619              -            5.7e-08   33.3   0.1   9.4e-08   32.6   0.1   1.2   1   0   0   1   1   1   1 -
BL05337_evm0         -          KOG0619              -              6e-08   33.2   5.3   1.3e-07   32.2   2.5   1.9   1   1   1   2   2   2   1 -
BL19458_cuf0         -          KOG0619              -            6.2e-08   33.2   1.1   7.2e-08   33.0   1.1   1.1   1   0   0   1   1   1   1 -
BL04992_evm0         -          KOG0619              -            7.4e-08   32.9   0.1   1.4e-06   28.7   0.1   2.6   1   1   0   2   2   2   1 -
BL30643_evm0         -          KOG0619              -            7.7e-08   32.9   0.0   1.3e-07   32.1   0.0   1.3   1   0   0   1   1   1   1 -
BL01659_evm2         -          KOG0619              -            8.4e-08   32.8   1.1   1.2e-06   29.0   0.2   2.0   1   1   1   2   2   2   1 -
BL16790_evm0         -          KOG0619              -            8.6e-08   32.7   9.9   2.3e-07   31.4   2.5   2.2   1   1   1   2   2   2   1 -
BL31553_evm0         -          KOG0619              -            1.1e-07   32.4   0.1    0.0027   18.0   0.0   2.4   1   1   0   2   2   2   2 -
BL52023_cuf1         -          KOG0619              -            1.4e-07   32.0   5.0   5.9e-07   30.0   2.5   2.1   1   1   1   2   2   2   1 -
BL29195_evm0         -          KOG0619              -            1.5e-07   32.0   0.0   2.4e-07   31.3   0.0   1.2   1   0   0   1   1   1   1 -
BL32319_evm0         -          KOG0619              -            1.5e-07   32.0   0.0   3.1e-07   30.9   0.0   1.4   1   0   0   1   1   1   1 -
BL14115_evm4         -          KOG0619              -            1.5e-07   31.9   6.3    0.0015   18.9   0.1   2.2   1   1   1   2   2   2   2 -
BL03261_evm0         -          KOG0619              -            1.6e-07   31.8  13.7   0.00074   19.9   4.3   2.8   2   1   1   3   3   2   2 -
BL20719_cuf1         -          KOG0619              -            1.6e-07   31.8   1.8   4.8e-07   30.3   1.7   1.7   1   1   0   1   1   1   1 -
BL26114_evm0         -          KOG0619              -            1.7e-07   31.7   0.0   2.6e-07   31.1   0.0   1.2   1   0   0   1   1   1   1 -
BL64556_cuf0         -          KOG0619              -            1.9e-07   31.6   1.2   3.1e-07   30.9   1.2   1.4   1   0   0   1   1   1   1 -
BL95670_evm0         -          KOG0619              -            1.9e-07   31.6   1.1   0.00012   22.5   0.4   2.1   1   1   1   2   2   2   1 -
BL39188_cuf1         -          KOG0619              -            2.2e-07   31.4  12.8   0.00089   19.6   9.0   2.8   1   1   1   2   2   2   2 -
BL17326_cuf1         -          KOG0619              -            2.2e-07   31.4   0.1   3.6e-07   30.7   0.1   1.3   1   0   0   1   1   1   1 -
BL00229_evm0         -          KOG0619              -            2.6e-07   31.1   4.1   7.6e-05   23.1   0.3   1.7   1   1   1   2   2   2   1 -
BL75614_cuf0         -          KOG0619              -            2.7e-07   31.1   0.9   4.1e-07   30.5   0.9   1.3   1   0   0   1   1   1   1 -
BL14267_cuf2         -          KOG0619              -            3.3e-07   30.8   0.2   4.8e-07   30.3   0.2   1.2   1   0   0   1   1   1   1 -
BL25788_evm0         -          KOG0619              -            3.3e-07   30.8   0.0   6.1e-07   29.9   0.0   1.4   1   0   0   1   1   1   1 -
BL15730_cuf4         -          KOG0619              -            3.7e-07   30.7   2.8     6e-07   30.0   2.8   1.4   1   0   0   1   1   1   1 -
BL96416_cuf2         -          KOG0619              -            3.8e-07   30.6   0.5   6.8e-07   29.8   0.5   1.3   1   0   0   1   1   1   1 -
BL24743_cuf3         -          KOG0619              -            3.8e-07   30.6   0.0   7.1e-07   29.7   0.0   1.4   1   0   0   1   1   1   1 -
BL03973_cuf2         -          KOG0619              -            4.9e-07   30.2   3.5   8.8e-07   29.4   3.5   1.4   1   0   0   1   1   1   1 -
BL22280_cuf1         -          KOG0619              -            5.6e-07   30.1   4.9   1.2e-06   29.0   4.3   1.6   1   1   0   1   1   1   1 -
BL91234_cuf0         -          KOG0619              -            5.8e-07   30.0   0.1   0.00047   20.5   0.0   2.0   1   1   1   2   2   2   1 -
BL15397_cuf0         -          KOG0619              -              6e-07   30.0   2.6   0.00095   19.5   0.3   1.7   1   1   1   2   2   2   2 -
BL86561_cuf0         -          KOG0619              -            6.1e-07   29.9   0.2   5.9e-06   26.7   0.2   1.9   1   1   0   1   1   1   1 -
BL26756_evm0         -          KOG0619              -            6.2e-07   29.9   0.0   1.1e-06   29.1   0.0   1.3   1   0   0   1   1   1   1 -
BL16231_evm3         -          KOG0619              -            6.2e-07   29.9   0.1   9.6e-07   29.3   0.1   1.3   1   0   0   1   1   1   1 -
BL25296_evm0         -          KOG0619              -            6.4e-07   29.9   0.0   1.5e-06   28.7   0.0   1.5   1   1   0   1   1   1   1 -
BL57514_cuf0         -          KOG0619              -            6.9e-07   29.8   0.4   1.1e-06   29.2   0.4   1.2   1   0   0   1   1   1   1 -
BL01582_cuf3         -          KOG0619              -            7.2e-07   29.7   0.7   3.4e-05   24.2   0.2   2.5   1   1   1   2   2   2   1 -
BL12917_cuf0         -          KOG0619              -            7.2e-07   29.7   0.1   8.7e-07   29.4   0.1   1.1   1   0   0   1   1   1   1 -
BL12365_evm0         -          KOG0619              -            7.5e-07   29.6   0.4   6.6e-06   26.6   0.3   2.0   1   1   0   1   1   1   1 -
BL87308_cuf0         -          KOG0619              -            8.3e-07   29.5   0.3   1.4e-06   28.8   0.3   1.4   1   1   0   1   1   1   1 -
BL24873_evm0         -          KOG0619              -            8.5e-07   29.5   9.3     0.061   13.6   0.5   3.0   1   1   2   3   3   3   2 -
BL49038_cuf0         -          KOG0619              -            8.7e-07   29.4   0.3   1.5e-06   28.7   0.3   1.4   1   0   0   1   1   1   1 -
BL15203_cuf0         -          KOG0619              -            8.8e-07   29.4  12.5   0.00022   21.5   1.9   2.3   1   1   0   2   2   2   2 -
BL28988_evm0         -          KOG0619              -            8.9e-07   29.4   0.0   2.7e-06   27.8   0.0   1.7   1   1   0   1   1   1   1 -
BL27241_evm0         -          KOG0619              -            9.8e-07   29.3   0.8   1.4e-06   28.8   0.8   1.2   1   0   0   1   1   1   1 -
BL10689_evm1         -          KOG0619              -            1.1e-06   29.1   0.8     2e-06   28.2   0.1   1.7   2   0   0   2   2   1   1 -
BL96646_cuf0         -          KOG0619              -            1.2e-06   29.0   0.2   1.6e-06   28.6   0.2   1.2   1   0   0   1   1   1   1 -
BL40278_cuf8         -          KOG0619              -            1.3e-06   28.9   0.0   1.7e-06   28.5   0.0   1.2   1   0   0   1   1   1   1 -
BL52875_cuf3         -          KOG0619              -            1.7e-06   28.5   0.2   2.8e-06   27.8   0.2   1.2   1   0   0   1   1   1   1 -
BL26809_evm0         -          KOG0619              -            1.7e-06   28.4   1.6     3e-06   27.7   1.6   1.2   1   0   0   1   1   1   1 -
BL07889_cuf4         -          KOG0619              -            1.9e-06   28.3   0.8   4.6e-06   27.1   0.9   1.4   1   1   0   1   1   1   1 -
BL28457_evm0         -          KOG0619              -            2.1e-06   28.2   0.0   4.4e-06   27.1   0.0   1.4   1   0   0   1   1   1   1 -
BL68830_cuf0         -          KOG0619              -            2.3e-06   28.1   0.7   3.2e-06   27.6   0.4   1.3   1   1   0   1   1   1   1 -
BL48698_cuf0         -          KOG0619              -            2.7e-06   27.8   0.5   4.7e-06   27.0   0.5   1.3   1   0   0   1   1   1   1 -
BL32352_evm0         -          KOG0619              -            3.3e-06   27.5   0.1   5.2e-06   26.9   0.1   1.2   1   0   0   1   1   1   1 -
BL30894_evm0         -          KOG0619              -            3.4e-06   27.5   0.0   5.8e-06   26.7   0.0   1.3   1   0   0   1   1   1   1 -
BL11479_cuf3         -          KOG0619              -            3.6e-06   27.4   0.0   8.9e-06   26.1   0.0   1.5   1   1   0   1   1   1   1 -
BL32242_evm0         -          KOG0619              -            3.6e-06   27.4   0.0   5.7e-06   26.8   0.0   1.2   1   0   0   1   1   1   1 -
BL28335_evm0         -          KOG0619              -            3.8e-06   27.3   0.3   6.1e-06   26.7   0.3   1.3   1   0   0   1   1   1   1 -
BL21078_cuf2         -          KOG0619              -            4.1e-06   27.2   4.9   5.8e-06   26.7   4.9   1.2   1   0   0   1   1   1   1 -
BL27873_evm0         -          KOG0619              -            4.1e-06   27.2   0.0    0.0017   18.7   0.0   2.0   1   1   0   1   1   1   1 -
BL23758_cuf0         -          KOG0619              -            4.6e-06   27.1   0.0   7.4e-06   26.4   0.0   1.3   1   0   0   1   1   1   1 -
BL23410_cuf1         -          KOG0619              -            4.7e-06   27.0   0.9   0.00012   22.4   0.2   2.1   1   1   1   2   2   2   1 -
BL27684_evm0         -          KOG0619              -            5.1e-06   26.9   1.7   1.7e-05   25.2   1.9   1.5   1   1   0   1   1   1   1 -
BL90548_cuf0         -          KOG0619              -            5.3e-06   26.9   0.1   8.1e-06   26.3   0.1   1.2   1   0   0   1   1   1   1 -
BL13167_evm0         -          KOG0619              -            6.1e-06   26.7   0.0   9.5e-06   26.0   0.0   1.3   1   0   0   1   1   1   1 -
BL59587_cuf1         -          KOG0619              -            6.5e-06   26.6   0.1   1.2e-05   25.7   0.1   1.4   1   0   0   1   1   1   1 -
BL31873_evm0         -          KOG0619              -            6.6e-06   26.6   0.0   1.1e-05   25.8   0.0   1.3   1   0   0   1   1   1   1 -
BL26171_evm0         -          KOG0619              -            7.3e-06   26.4   0.1    0.0001   22.7   0.1   2.3   2   1   1   3   3   2   1 -
BL26737_evm0         -          KOG0619              -            7.5e-06   26.4   0.2   8.5e-05   22.9   0.2   2.0   1   1   0   1   1   1   1 -
BL29569_evm0         -          KOG0619              -            8.1e-06   26.3   0.7   1.4e-05   25.5   0.7   1.3   1   0   0   1   1   1   1 -
BL28708_evm0         -          KOG0619              -            8.3e-06   26.2   0.0     3e-05   24.4   0.0   1.7   1   1   1   2   2   2   1 -
BL02766_evm4         -          KOG0619              -            9.6e-06   26.0   2.2     2e-05   25.0   2.2   1.4   1   0   0   1   1   1   1 -
BL74007_cuf0         -          KOG0619              -            1.1e-05   25.9   0.1   1.3e-05   25.6   0.1   1.1   1   0   0   1   1   1   1 -
BL20007_cuf0         -          KOG0619              -            1.1e-05   25.9   2.0     0.048   13.9   0.1   2.8   2   1   0   3   3   2   1 -
BL29562_evm0         -          KOG0619              -            1.3e-05   25.6   0.2   1.9e-05   25.0   0.2   1.2   1   0   0   1   1   1   1 -
BL57513_cuf0         -          KOG0619              -            1.5e-05   25.4   0.5   1.8e-05   25.1   0.5   1.1   1   0   0   1   1   1   1 -
BL18469_evm0         -          KOG0619              -            1.5e-05   25.4   2.6    0.0036   17.6   0.2   1.8   1   1   1   2   2   2   2 -
