#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ENSCINP00000013676   -          KOG0200              -                  0 1427.2 107.7   2.3e-17   62.4   0.0  68.1  54   5   8  64  64  64  56 -
ENSCINP00000015858   -          KOG0200              -                  0 1246.3   0.0   1.7e-24   85.9   0.0  37.0   6   6  20  32  32  32  31 -
ENSCINP00000022514   -          KOG0200              -            3.5e-08   32.0   0.0     5e-08   31.5   0.0   1.2   1   0   0   1   1   1   1 -
ENSCINP00000034896   -          KOG0200              -            3.9e-08   31.9   0.0   1.6e-07   29.8   0.0   1.8   1   1   0   1   1   1   1 -
ENSCINP00000019489   -          KOG0200              -            4.8e-08   31.6   0.2   1.5e-07   29.9   0.1   1.8   2   0   0   2   2   2   1 -
ENSCINP00000024367   -          KOG0200              -            6.1e-08   31.2   0.0   6.1e-08   31.2   0.0   1.2   1   0   0   1   1   1   1 -
ENSCINP00000005970   -          KOG0200              -            6.4e-08   31.2   0.0   1.7e-07   29.8   0.0   1.5   1   1   1   2   2   2   1 -
ENSCINP00000016849   -          KOG0200              -            6.5e-08   31.2   0.0   1.9e-06   26.3   0.0   2.0   1   1   0   1   1   1   1 -
ENSCINP00000005916   -          KOG0200              -              8e-08   30.9   0.0   1.9e-05   23.0   0.0   3.2   2   1   0   2   2   2   1 -
ENSCINP00000024023   -          KOG0200              -              8e-08   30.8   0.1   1.3e-06   26.8   0.1   2.0   1   1   0   1   1   1   1 -
ENSCINP00000010261   -          KOG0200              -            9.1e-08   30.7   0.0   5.8e-06   24.7   0.0   2.1   1   1   0   1   1   1   1 -
ENSCINP00000012550   -          KOG0200              -            1.3e-07   30.2   0.1   1.6e-05   23.3   0.1   2.3   1   1   0   1   1   1   1 -
ENSCINP00000035246   -          KOG0200              -            1.6e-07   29.9   0.0   2.3e-07   29.3   0.0   1.2   1   0   0   1   1   1   1 -
ENSCINP00000005759   -          KOG0200              -            1.6e-07   29.8   0.0   2.9e-07   29.0   0.0   1.3   1   0   0   1   1   1   1 -
ENSCINP00000027245   -          KOG0200              -            1.9e-07   29.6   0.0   1.7e-06   26.4   0.0   1.9   1   1   0   1   1   1   1 -
ENSCINP00000024125   -          KOG0200              -              2e-07   29.5   0.0   4.2e-07   28.5   0.0   1.5   1   1   0   1   1   1   1 -
ENSCINP00000031306   -          KOG0200              -            2.1e-07   29.5   0.1   5.8e-06   24.7   0.1   2.1   1   1   0   1   1   1   1 -
ENSCINP00000003673   -          KOG0200              -            2.6e-07   29.2   0.0     5e-05   21.6   0.0   2.0   2   0   0   2   2   2   1 -
ENSCINP00000023986   -          KOG0200              -            2.8e-07   29.0   0.0   4.8e-05   21.7   0.0   2.1   1   1   0   1   1   1   1 -
ENSCINP00000003250   -          KOG0200              -            2.9e-07   29.0   0.4   2.9e-07   29.0   0.4   1.9   2   0   0   2   2   1   1 -
ENSCINP00000024792   -          KOG0200              -            3.2e-07   28.9   0.0   3.2e-06   25.6   0.0   2.2   1   1   0   1   1   1   1 -
ENSCINP00000034895   -          KOG0200              -            3.2e-07   28.9   0.0     1e-06   27.2   0.0   1.7   1   1   0   1   1   1   1 -
ENSCINP00000025732   -          KOG0200              -            3.2e-07   28.8   0.1   1.3e-05   23.5   0.0   2.3   2   0   0   2   2   2   1 -
ENSCINP00000015669   -          KOG0200              -            3.7e-07   28.7   0.1   1.4e-06   26.8   0.1   1.7   1   1   0   1   1   1   1 -
ENSCINP00000036236   -          KOG0200              -            4.1e-07   28.5   0.2   1.5e-06   26.6   0.0   1.8   2   0   0   2   2   2   1 -
ENSCINP00000033663   -          KOG0200              -            7.7e-07   27.6   0.0   0.00021   19.6   0.0   2.0   1   1   1   2   2   2   1 -
ENSCINP00000003351   -          KOG0200              -            1.2e-06   27.0   0.7   5.1e-05   21.6   0.7   2.7   1   1   0   1   1   1   1 -
ENSCINP00000005522   -          KOG0200              -            1.6e-06   26.6   0.0   1.6e-06   26.6   0.0   3.2   2   1   1   3   3   2   1 -
ENSCINP00000004017   -          KOG0200              -            1.7e-06   26.4   0.8   3.9e-06   25.3   0.8   1.4   1   1   0   1   1   1   1 -
ENSCINP00000000430   -          KOG0200              -              2e-06   26.2   0.1   2.3e-06   26.0   0.1   1.0   1   0   0   1   1   1   1 -
ENSCINP00000024031   -          KOG0200              -            2.2e-06   26.1   0.0   5.7e-05   21.4   0.0   2.1   1   1   0   1   1   1   1 -
ENSCINP00000033025   -          KOG0200              -            2.2e-06   26.1   3.2   4.5e-05   21.8   3.2   2.6   1   1   0   1   1   1   1 -
ENSCINP00000012087   -          KOG0200              -            2.5e-06   25.9   0.0    0.0001   20.6   0.0   2.8   1   1   0   1   1   1   1 -
ENSCINP00000016276   -          KOG0200              -            2.5e-06   25.9   0.0   1.9e-05   23.0   0.0   1.9   2   0   0   2   2   2   1 -
ENSCINP00000012789   -          KOG0200              -            2.5e-06   25.9   0.0     3e-06   25.6   0.0   1.0   1   0   0   1   1   1   1 -
ENSCINP00000014529   -          KOG0200              -            2.8e-06   25.7   0.0   1.6e-05   23.2   0.0   1.9   1   1   1   2   2   2   1 -
ENSCINP00000016757   -          KOG0200              -            2.9e-06   25.7   0.0   3.6e-06   25.4   0.0   1.1   1   0   0   1   1   1   1 -
ENSCINP00000026311   -          KOG0200              -            2.9e-06   25.7   0.6     0.017   13.3   0.0   2.0   1   1   1   2   2   2   2 -
ENSCINP00000004484   -          KOG0200              -            3.2e-06   25.5   0.0   7.1e-05   21.1   0.0   2.0   1   1   0   1   1   1   1 -
ENSCINP00000029922   -          KOG0200              -            3.4e-06   25.5   0.0    0.0044   15.2   0.0   3.6   2   2   0   2   2   2   1 -
ENSCINP00000011687   -          KOG0200              -            4.5e-06   25.1   0.0   2.1e-05   22.8   0.0   1.9   1   1   0   1   1   1   1 -
ENSCINP00000032828   -          KOG0200              -            5.4e-06   24.8   0.0   2.6e-05   22.6   0.0   1.8   1   1   0   1   1   1   1 -
ENSCINP00000002276   -          KOG0200              -            5.4e-06   24.8   0.1   2.8e-05   22.5   0.1   1.8   1   1   0   1   1   1   1 -
ENSCINP00000000752   -          KOG0200              -            5.8e-06   24.7   0.0   0.00041   18.6   0.0   2.1   1   1   0   1   1   1   1 -
ENSCINP00000035831   -          KOG0200              -            1.2e-05   23.7   0.0   9.7e-05   20.7   0.0   2.0   1   1   0   1   1   1   1 -
ENSCINP00000002073   -          KOG0200              -            1.2e-05   23.6   0.1   1.7e-05   23.1   0.1   1.1   1   0   0   1   1   1   1 -
ENSCINP00000022439   -          KOG0200              -            1.3e-05   23.5   0.0   3.3e-05   22.2   0.0   1.7   1   1   0   1   1   1   1 -
ENSCINP00000030789   -          KOG0200              -            1.7e-05   23.2   2.4   0.00041   18.6   0.0   2.7   1   1   1   2   2   2   1 -
ENSCINP00000010447   -          KOG0200              -            1.9e-05   23.0   0.0   2.6e-05   22.6   0.0   1.2   1   0   0   1   1   1   1 -
ENSCINP00000028241   -          KOG0200              -            1.9e-05   23.0   0.1    0.0052   14.9   0.0   2.0   2   0   0   2   2   2   1 -
ENSCINP00000015725   -          KOG0200              -            2.4e-05   22.6   0.0    0.0014   16.8   0.0   2.0   1   1   0   1   1   1   1 -
ENSCINP00000024165   -          KOG0200              -            2.6e-05   22.6   0.2   4.5e-05   21.8   0.2   1.3   1   0   0   1   1   1   1 -
ENSCINP00000033392   -          KOG0200              -            2.7e-05   22.5   0.2     0.035   12.2   0.0   2.0   2   0   0   2   2   2   2 -
ENSCINP00000003933   -          KOG0200              -            2.8e-05   22.5   0.1   3.7e-05   22.0   0.1   1.1   1   0   0   1   1   1   1 -
ENSCINP00000003234   -          KOG0200              -            3.8e-05   22.0   0.0   6.8e-05   21.2   0.0   1.4   1   1   0   1   1   1   1 -
ENSCINP00000007015   -          KOG0200              -            4.9e-05   21.6   0.1   0.00016   20.0   0.0   1.7   2   0   0   2   2   2   1 -
ENSCINP00000000345   -          KOG0200              -            5.6e-05   21.5   0.0    0.0038   15.4   0.0   2.2   1   1   0   1   1   1   1 -
ENSCINP00000025445   -          KOG0200              -            6.7e-05   21.2   0.9    0.0023   16.1   0.9   3.4   1   1   0   1   1   1   1 -
ENSCINP00000011085   -          KOG0200              -            7.5e-05   21.0   0.0    0.0037   15.4   0.0   2.2   1   1   0   1   1   1   1 -
ENSCINP00000015501   -          KOG0200              -            8.8e-05   20.8   0.0   0.00011   20.5   0.0   1.2   1   0   0   1   1   1   1 -
ENSCINP00000004629   -          KOG0200              -            9.1e-05   20.8   0.0   0.00097   17.4   0.0   2.0   1   1   0   1   1   1   1 -
ENSCINP00000031720   -          KOG0200              -            9.1e-05   20.8   0.0    0.0039   15.4   0.0   2.1   1   1   0   1   1   1   1 -
ENSCINP00000007605   -          KOG0200              -            9.7e-05   20.7   0.0   9.7e-05   20.7   0.0   1.1   1   0   0   1   1   1   1 -
ENSCINP00000005898   -          KOG0200              -            0.00011   20.5   0.0   0.00046   18.4   0.0   1.9   2   0   0   2   2   2   1 -
ENSCINP00000002847   -          KOG0200              -            0.00012   20.4   0.1    0.0018   16.5   0.0   2.4   2   1   0   3   3   2   1 -
ENSCINP00000025624   -          KOG0200              -            0.00014   20.1   0.0   0.00014   20.1   0.0   1.1   1   0   0   1   1   1   1 -
ENSCINP00000009476   -          KOG0200              -            0.00015   20.1   0.0    0.0013   16.9   0.0   2.1   2   0   0   2   2   2   1 -
ENSCINP00000030095   -          KOG0200              -             0.0002   19.6   0.0   0.00025   19.3   0.0   1.2   1   0   0   1   1   1   1 -
ENSCINP00000010841   -          KOG0200              -            0.00022   19.5   0.0    0.0035   15.5   0.0   2.2   1   1   0   1   1   1   1 -
ENSCINP00000006293   -          KOG0200              -            0.00022   19.5   0.0   0.00088   17.5   0.0   2.0   2   1   0   2   2   1   1 -
ENSCINP00000034057   -          KOG0200              -            0.00024   19.4   0.0   0.00035   18.8   0.0   1.3   1   0   0   1   1   1   1 -
ENSCINP00000020004   -          KOG0200              -            0.00024   19.3   0.1   0.00026   19.3   0.1   1.0   1   0   0   1   1   1   1 -
ENSCINP00000022179   -          KOG0200              -            0.00026   19.2   0.3   0.00054   18.2   0.3   1.4   1   0   0   1   1   1   1 -
ENSCINP00000016221   -          KOG0200              -            0.00033   18.9   0.0    0.0016   16.6   0.0   1.8   1   1   0   1   1   1   1 -
ENSCINP00000035471   -          KOG0200              -            0.00034   18.9   0.1   0.00044   18.5   0.1   1.1   1   0   0   1   1   1   1 -
ENSCINP00000008465   -          KOG0200              -            0.00042   18.6   0.0   0.00055   18.2   0.0   1.2   1   0   0   1   1   1   1 -
ENSCINP00000015935   -          KOG0200              -            0.00042   18.6   0.0      0.28    9.3   0.0   2.2   2   0   0   2   2   2   1 -
ENSCINP00000035236   -          KOG0200              -            0.00045   18.5   0.0    0.0014   16.8   0.0   1.7   2   0   0   2   2   2   1 -
ENSCINP00000025661   -          KOG0200              -             0.0005   18.3   0.0     0.011   13.9   0.0   2.2   2   0   0   2   2   2   1 -
ENSCINP00000030660   -          KOG0200              -            0.00051   18.3   0.0     0.019   13.1   0.0   2.1   1   1   0   1   1   1   1 -
ENSCINP00000002030   -          KOG0200              -            0.00058   18.1   0.1     0.012   13.7   0.0   2.1   2   0   0   2   2   2   1 -
ENSCINP00000032300   -          KOG0200              -            0.00059   18.1   0.1      0.34    9.0   0.0   2.0   2   0   0   2   2   2   1 -
ENSCINP00000011785   -          KOG0200              -            0.00095   17.4   0.0    0.0018   16.5   0.0   1.3   1   0   0   1   1   1   1 -
ENSCINP00000000006   -          KOG0200              -              0.001   17.3   0.5     0.029   12.5   0.5   2.0   1   1   0   1   1   1   1 -
ENSCINP00000011523   -          KOG0200              -              0.001   17.3   0.0    0.0097   14.1   0.0   2.2   2   0   0   2   2   2   1 -
ENSCINP00000000206   -          KOG0200              -             0.0013   16.9   0.0    0.0024   16.0   0.0   1.4   1   0   0   1   1   1   1 -
ENSCINP00000013192   -          KOG0200              -             0.0015   16.7   0.4    0.0018   16.5   0.4   1.1   1   0   0   1   1   1   1 -
ENSCINP00000035877   -          KOG0200              -             0.0016   16.7   0.0    0.0046   15.1   0.0   1.7   1   0   0   1   1   1   1 -
ENSCINP00000026986   -          KOG0200              -             0.0025   16.0   0.0    0.0031   15.7   0.0   1.1   1   0   0   1   1   1   1 -
ENSCINP00000036018   -          KOG0200              -             0.0028   15.9   0.0    0.0042   15.3   0.0   1.2   1   0   0   1   1   1   1 -
ENSCINP00000019380   -          KOG0200              -             0.0029   15.8   0.1     0.054   11.6   0.0   2.1   2   0   0   2   2   2   1 -
ENSCINP00000028387   -          KOG0200              -             0.0035   15.5   0.0     0.022   12.9   0.0   1.9   1   1   0   1   1   1   1 -
ENSCINP00000016755   -          KOG0200              -             0.0036   15.5   0.0    0.0058   14.8   0.0   1.3   1   0   0   1   1   1   1 -
ENSCINP00000006395   -          KOG0200              -             0.0037   15.4   7.4    0.0057   14.8   0.0   3.4   3   1   0   3   3   1   1 -
ENSCINP00000014554   -          KOG0200              -              0.005   15.0   0.0     0.089   10.9   0.0   2.1   1   1   0   1   1   1   1 -
ENSCINP00000018215   -          KOG0200              -             0.0062   14.7   0.0    0.0095   14.1   0.0   1.2   1   0   0   1   1   1   1 -
ENSCINP00000032829   -          KOG0200              -             0.0073   14.5   0.0     0.012   13.8   0.0   1.2   1   0   0   1   1   1   1 -
ENSCINP00000016371   -          KOG0200              -             0.0075   14.4   0.2     0.014   13.5   0.1   1.5   2   0   0   2   2   1   1 -
ENSCINP00000010430   -          KOG0200              -             0.0077   14.4   0.0     0.014   13.5   0.0   1.4   1   0   0   1   1   1   1 -
ENSCINP00000016380   -          KOG0200              -             0.0098   14.0   0.0     0.024   12.7   0.0   1.5   2   0   0   2   2   1   1 -
ENSCINP00000029802   -          KOG0200              -              0.013   13.6   0.4     0.039   12.0   0.4   1.7   1   1   0   1   1   1   0 -
ENSCINP00000031477   -          KOG0200              -              0.013   13.6   0.2     0.015   13.4   0.2   1.2   1   0   0   1   1   1   0 -
ENSCINP00000019942   -          KOG0200              -              0.014   13.6   0.3     0.019   13.1   0.3   1.2   1   0   0   1   1   1   0 -
ENSCINP00000031536   -          KOG0200              -              0.015   13.5   1.2      0.31    9.1   0.1   2.0   1   1   0   2   2   2   0 -
ENSCINP00000017765   -          KOG0200              -              0.016   13.4   0.3      0.21    9.7   0.3   2.1   1   1   0   1   1   1   0 -
ENSCINP00000036295   -          KOG0200              -              0.017   13.3   0.4     0.065   11.3   0.4   1.7   1   1   0   1   1   1   0 -
ENSCINP00000035306   -          KOG0200              -              0.025   12.7   0.1       1.1    7.2   0.1   2.4   1   1   1   3   3   3   0 -
ENSCINP00000018837   -          KOG0200              -              0.027   12.6   0.0     0.031   12.4   0.0   1.1   1   0   0   1   1   1   0 -
ENSCINP00000033504   -          KOG0200              -              0.029   12.5   0.0     0.043   11.9   0.0   1.2   1   0   0   1   1   1   0 -
ENSCINP00000032399   -          KOG0200              -              0.037   12.1   0.7       3.5    5.6   0.9   2.2   1   1   1   2   2   2   0 -
ENSCINP00000016222   -          KOG0200              -              0.039   12.1   0.1      0.75    7.8   0.0   2.1   2   0   0   2   2   2   0 -
ENSCINP00000036444   -          KOG0200              -              0.043   11.9   1.0      0.14   10.3   0.1   2.1   1   1   1   2   2   2   0 -
ENSCINP00000029874   -          KOG0200              -              0.049   11.7   0.0     0.087   10.9   0.0   1.3   1   0   0   1   1   1   0 -
ENSCINP00000029965   -          KOG0200              -              0.051   11.7   0.5     0.073   11.2   0.5   1.2   1   0   0   1   1   1   0 -
ENSCINP00000034822   -          KOG0200              -              0.054   11.6   0.1     0.063   11.4   0.1   1.2   1   0   0   1   1   1   0 -
ENSCINP00000030325   -          KOG0200              -              0.061   11.4   0.1       1.3    7.0   0.0   2.0   1   1   1   2   2   2   0 -
ENSCINP00000023604   -          KOG0200              -              0.077   11.1   0.0     0.087   10.9   0.0   1.1   1   0   0   1   1   1   0 -
ENSCINP00000001267   -          KOG0200              -              0.081   11.0   1.0       0.1   10.7   1.0   1.3   1   0   0   1   1   1   0 -
ENSCINP00000034814   -          KOG0200              -              0.094   10.8   0.0      0.11   10.6   0.0   1.1   1   0   0   1   1   1   0 -
ENSCINP00000024380   -          KOG0200              -              0.096   10.8   0.0      0.12   10.4   0.0   1.1   1   0   0   1   1   1   0 -
ENSCINP00000010150   -          KOG0200              -              0.098   10.7   0.0      0.15   10.1   0.0   1.2   1   0   0   1   1   1   0 -
ENSCINP00000030373   -          KOG0200              -              0.099   10.7   0.3      0.16   10.0   0.3   1.3   1   0   0   1   1   1   0 -
ENSCINP00000030524   -          KOG0200              -               0.11   10.6   0.0      0.17    9.9   0.0   1.3   1   0   0   1   1   1   0 -
ENSCINP00000021671   -          KOG0200              -               0.12   10.4   0.0      0.37    8.8   0.0   1.6   1   1   0   1   1   1   0 -
ENSCINP00000034186   -          KOG0200              -               0.14   10.3   0.1      0.21    9.7   0.1   1.5   1   1   0   1   1   1   0 -
ENSCINP00000013169   -          KOG0200              -               0.14   10.2   0.0       2.2    6.3   0.0   2.4   2   1   1   3   3   2   0 -
ENSCINP00000033190   -          KOG0200              -               0.15   10.2   0.0      0.21    9.7   0.0   1.2   1   0   0   1   1   1   0 -
ENSCINP00000013872   -          KOG0200              -               0.19    9.8   0.0      0.45    8.5   0.0   1.5   2   0   0   2   2   1   0 -
ENSCINP00000013944   -          KOG0200              -               0.22    9.6   0.0       0.7    7.9   0.0   1.6   2   0   0   2   2   1   0 -
ENSCINP00000004961   -          KOG0200              -               0.22    9.6   0.8      0.19    9.8   0.8   1.1   1   0   0   1   1   1   0 -
ENSCINP00000031182   -          KOG0200              -               0.22    9.6   0.1      0.27    9.3   0.1   1.0   1   0   0   1   1   1   0 -
ENSCINP00000035286   -          KOG0200              -               0.28    9.2   0.1       0.3    9.1   0.1   1.0   1   0   0   1   1   1   0 -
ENSCINP00000030009   -          KOG0200              -               0.29    9.2   0.7      0.32    9.1   0.7   1.0   1   0   0   1   1   1   0 -
ENSCINP00000031361   -          KOG0200              -               0.31    9.1   0.1      0.43    8.6   0.1   1.2   1   0   0   1   1   1   0 -
ENSCINP00000023125   -          KOG0200              -               0.32    9.1   0.0      0.42    8.6   0.0   1.2   1   0   0   1   1   1   0 -
ENSCINP00000012350   -          KOG0200              -               0.33    9.0   0.0      0.38    8.8   0.0   1.1   1   0   0   1   1   1   0 -
ENSCINP00000030599   -          KOG0200              -               0.35    8.9   0.0      0.43    8.6   0.0   1.2   1   0   0   1   1   1   0 -
ENSCINP00000036544   -          KOG0200              -               0.38    8.8   0.0      0.67    8.0   0.0   1.4   1   0   0   1   1   1   0 -
ENSCINP00000020991   -          KOG0200              -               0.39    8.8   0.1      0.42    8.7   0.1   1.1   1   0   0   1   1   1   0 -
ENSCINP00000017504   -          KOG0200              -                0.4    8.7   0.4       0.6    8.1   0.4   1.2   1   0   0   1   1   1   0 -
ENSCINP00000031517   -          KOG0200              -               0.41    8.7   0.0       1.4    6.9   0.0   1.7   1   1   1   2   2   2   0 -
ENSCINP00000027787   -          KOG0200              -               0.41    8.7   0.0       0.4    8.7   0.0   1.2   1   0   0   1   1   1   0 -
ENSCINP00000022945   -          KOG0200              -               0.42    8.6   0.0      0.67    8.0   0.0   1.3   1   0   0   1   1   1   0 -
ENSCINP00000036094   -          KOG0200              -               0.44    8.6   0.0      0.52    8.3   0.0   1.1   1   0   0   1   1   1   0 -
ENSCINP00000005577   -          KOG0200              -               0.45    8.6   0.0      0.66    8.0   0.0   1.1   1   0   0   1   1   1   0 -
ENSCINP00000017839   -          KOG0200              -               0.48    8.5   0.3      0.76    7.8   0.3   1.2   1   0   0   1   1   1   0 -
ENSCINP00000018671   -          KOG0200              -                0.5    8.4   0.1      0.69    7.9   0.1   1.1   1   0   0   1   1   1   0 -
ENSCINP00000026909   -          KOG0200              -               0.54    8.3   0.1      0.89    7.6   0.1   1.3   1   0   0   1   1   1   0 -
ENSCINP00000033242   -          KOG0200              -               0.54    8.3   0.0       8.4    4.3   0.0   2.0   2   0   0   2   2   2   0 -
ENSCINP00000022944   -          KOG0200              -               0.65    8.0   0.0       0.9    7.6   0.0   1.1   1   0   0   1   1   1   0 -
ENSCINP00000035379   -          KOG0200              -               0.71    7.9   2.7      0.86    7.6   2.7   1.1   1   0   0   1   1   1   0 -
ENSCINP00000002828   -          KOG0200              -               0.72    7.9   0.0       2.7    6.0   0.0   1.9   2   0   0   2   2   2   0 -
ENSCINP00000018105   -          KOG0200              -                0.8    7.7   0.0       2.7    6.0   0.0   1.7   2   0   0   2   2   1   0 -
ENSCINP00000008853   -          KOG0200              -               0.85    7.6   0.0       1.9    6.5   0.1   1.5   2   0   0   2   2   1   0 -
ENSCINP00000000299   -          KOG0200              -               0.86    7.6   0.3         1    7.3   0.3   1.2   1   0   0   1   1   1   0 -
ENSCINP00000031524   -          KOG0200              -               0.92    7.5   0.3       1.8    6.5   0.1   1.5   2   0   0   2   2   1   0 -
ENSCINP00000005252   -          KOG0200              -               0.93    7.5   0.0       1.9    6.5   0.0   1.4   1   0   0   1   1   1   0 -
#
# Program:         hmmsearch
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SEARCH
# Query file:      ../../profiles/RefOG026.strict.hmm
# Target file:     Ciona_intestinalis.KH.pep.all.fa
# Option settings: hmmsearch -o /dev/null --tblout ../../hmmer_results/Ref026.Ciona_intestinalis.KH.pep.all.fa.txt --noali -E 1 --max --cpu 1 ../../profiles/RefOG026.strict.hmm Ciona_intestinalis.KH.pep.all.fa 
# Current dir:     /data/orig/projects/OrthoFinder/benchmarks/Orthobench/v2/proteomes/primary_transcripts
# Date:            Wed Mar 11 18:56:07 2020
# [ok]
